state,year,sex,ethnicity,population
Kelantan,2011,male,overall,813.4
Kelantan,2011,male,bumi_malay,745.5
Kelantan,2011,male,bumi_other,9.3
Kelantan,2011,male,chinese,27.4
Kelantan,2011,male,indian,2.6
Kelantan,2011,male,other_citizen,5.7
Kelantan,2011,male,other_noncitizen,22.9
Kelantan,2012,both,overall,1651
Kelantan,2012,both,bumi_malay,1521.8
Kelantan,2012,both,bumi_other,18.2
Kelantan,2012,both,chinese,53.3
Kelantan,2012,both,indian,4.7
Kelantan,2012,both,other_citizen,10.7
Kelantan,2012,both,other_noncitizen,42.4
Kelantan,2012,female,overall,821.4
Kelantan,2012,female,bumi_malay,761.7
Kelantan,2012,female,bumi_other,8.7
Kelantan,2012,female,chinese,25.7
Kelantan,2012,female,indian,2
Kelantan,2012,female,other_citizen,5
Kelantan,2012,female,other_noncitizen,18.3
Kelantan,2012,male,overall,829.6
Kelantan,2012,male,bumi_malay,760.1
Kelantan,2012,male,bumi_other,9.6
Kelantan,2012,male,chinese,27.5
Kelantan,2012,male,indian,2.6
Kelantan,2012,male,other_citizen,5.7
Kelantan,2012,male,other_noncitizen,24.1
Kelantan,2013,both,overall,1683.5
Kelantan,2013,both,bumi_malay,1553.8
Kelantan,2013,both,bumi_other,18.7
Kelantan,2013,both,chinese,53.1
Kelantan,2013,both,indian,4.7
Kelantan,2013,both,other_citizen,10.8
Kelantan,2013,both,other_noncitizen,42.4
Kelantan,2013,female,overall,836.6
Kelantan,2013,female,bumi_malay,776.8
Kelantan,2013,female,bumi_other,8.9
Kelantan,2013,female,chinese,25.4
Kelantan,2013,female,indian,2.1
Kelantan,2013,female,other_citizen,5
Kelantan,2013,female,other_noncitizen,18.4
Kelantan,2013,male,overall,846.9
Kelantan,2013,male,bumi_malay,777
Kelantan,2013,male,bumi_other,9.8
Kelantan,2013,male,chinese,27.7
Kelantan,2013,male,indian,2.6
Kelantan,2013,male,other_citizen,5.8
Kelantan,2013,male,other_noncitizen,24
Kelantan,2014,both,overall,1723.4
Kelantan,2014,both,bumi_malay,1585.8
Kelantan,2014,both,bumi_other,19.3
Kelantan,2014,both,chinese,54
Kelantan,2014,both,indian,4.8
Kelantan,2014,both,other_citizen,11
Kelantan,2014,both,other_noncitizen,48.7
Kelantan,2014,female,overall,854.9
Kelantan,2014,female,bumi_malay,791.9
Kelantan,2014,female,bumi_other,9.2
Kelantan,2014,female,chinese,25.7
Kelantan,2014,female,indian,2.1
Kelantan,2014,female,other_citizen,5.1
Kelantan,2014,female,other_noncitizen,20.9
Kelantan,2014,male,overall,868.6
Kelantan,2014,male,bumi_malay,793.9
Kelantan,2014,male,bumi_other,10.1
Kelantan,2014,male,chinese,28.3
Kelantan,2014,male,indian,2.6
Kelantan,2014,male,other_citizen,5.9
Kelantan,2014,male,other_noncitizen,27.8
Kelantan,2015,both,overall,1760.6
Kelantan,2015,both,bumi_malay,1620.2
Kelantan,2015,both,bumi_other,19.5
Kelantan,2015,both,chinese,54.7
Kelantan,2015,both,indian,4.8
Kelantan,2015,both,other_citizen,10.9
Kelantan,2015,both,other_noncitizen,50.7
Kelantan,2015,female,overall,873
Kelantan,2015,female,bumi_malay,808.8
Kelantan,2015,female,bumi_other,9.3
Kelantan,2015,female,chinese,25.8
Kelantan,2015,female,indian,2.1
Kelantan,2015,female,other_citizen,5.2
Kelantan,2015,female,other_noncitizen,21.8
Kelantan,2015,male,overall,887.6
Kelantan,2015,male,bumi_malay,811.4
Kelantan,2015,male,bumi_other,10.2
Kelantan,2015,male,chinese,28.9
Kelantan,2015,male,indian,2.6
Kelantan,2015,male,other_citizen,5.8
Kelantan,2015,male,other_noncitizen,28.9
Kelantan,2016,both,overall,1796.7
Kelantan,2016,both,bumi_malay,1653.6
Kelantan,2016,both,bumi_other,19.4
Kelantan,2016,both,chinese,55.4
Kelantan,2016,both,indian,4.8
Kelantan,2016,both,other_citizen,11
Kelantan,2016,both,other_noncitizen,52.4
Kelantan,2016,female,overall,890.1
Kelantan,2016,female,bumi_malay,824.9
Kelantan,2016,female,bumi_other,9.3
Kelantan,2016,female,chinese,26
Kelantan,2016,female,indian,2.1
Kelantan,2016,female,other_citizen,5.2
Kelantan,2016,female,other_noncitizen,22.4
Kelantan,2016,male,overall,906.7
Kelantan,2016,male,bumi_malay,828.7
Kelantan,2016,male,bumi_other,10.1
Kelantan,2016,male,chinese,29.4
Kelantan,2016,male,indian,2.6
Kelantan,2016,male,other_citizen,5.8
Kelantan,2016,male,other_noncitizen,29.9
Kelantan,2017,both,overall,1829
Kelantan,2017,both,bumi_malay,1683.4
Kelantan,2017,both,bumi_other,20.6
Kelantan,2017,both,chinese,55.8
Kelantan,2017,both,indian,4.8
Kelantan,2017,both,other_citizen,11.3
Kelantan,2017,both,other_noncitizen,53.5
Kelantan,2017,female,overall,905.8
Kelantan,2017,female,bumi_malay,839.6
Kelantan,2017,female,bumi_other,9.8
Kelantan,2017,female,chinese,26
Kelantan,2017,female,indian,2.1
Kelantan,2017,female,other_citizen,5.4
Kelantan,2017,female,other_noncitizen,22.9
Kelantan,2017,male,overall,923.2
Kelantan,2017,male,bumi_malay,843.8
Kelantan,2017,male,bumi_other,10.8
Kelantan,2017,male,chinese,29.7
Kelantan,2017,male,indian,2.7
Kelantan,2017,male,other_citizen,5.9
Kelantan,2017,male,other_noncitizen,30.6
Kelantan,2018,both,overall,1860.5
Kelantan,2018,both,bumi_malay,1713.1
Kelantan,2018,both,bumi_other,20.6
Kelantan,2018,both,chinese,56.3
Kelantan,2018,both,indian,4.8
Kelantan,2018,both,other_citizen,11.4
Kelantan,2018,both,other_noncitizen,54.2
Kelantan,2018,female,overall,920.6
Kelantan,2018,female,bumi_malay,853.6
Kelantan,2018,female,bumi_other,9.8
Kelantan,2018,female,chinese,26.3
Kelantan,2018,female,indian,2.1
Kelantan,2018,female,other_citizen,5.5
Kelantan,2018,female,other_noncitizen,23.2
Kelantan,2018,male,overall,939.9
Kelantan,2018,male,bumi_malay,859.5
Kelantan,2018,male,bumi_other,10.8
Kelantan,2018,male,chinese,30
Kelantan,2018,male,indian,2.7
Kelantan,2018,male,other_citizen,6
Kelantan,2018,male,other_noncitizen,31
Kelantan,2019,both,overall,1883.8
Kelantan,2019,both,bumi_malay,1740.4
Kelantan,2019,both,bumi_other,20.9
Kelantan,2019,both,chinese,56.8
Kelantan,2019,both,indian,4.8
Kelantan,2019,both,other_citizen,11.5
Kelantan,2019,both,other_noncitizen,49.2
Kelantan,2019,female,overall,931.7
Kelantan,2019,female,bumi_malay,866.5
Kelantan,2019,female,bumi_other,10
Kelantan,2019,female,chinese,26.5
Kelantan,2019,female,indian,2.1
Kelantan,2019,female,other_citizen,5.5
Kelantan,2019,female,other_noncitizen,21.1
Kelantan,2019,male,overall,952.1
Kelantan,2019,male,bumi_malay,873.9
Kelantan,2019,male,bumi_other,10.9
Kelantan,2019,male,chinese,30.3
Kelantan,2019,male,indian,2.7
Kelantan,2019,male,other_citizen,6
Kelantan,2019,male,other_noncitizen,28.1
Kelantan,2020,both,overall,1792.5
Kelantan,2020,both,bumi_malay,1671.4
Kelantan,2020,both,bumi_other,25.4
Kelantan,2020,both,chinese,44.7
Kelantan,2020,both,indian,4.7
Kelantan,2020,both,other_citizen,11
Kelantan,2020,both,other_noncitizen,35.3
Kelantan,2020,female,overall,892.4
Kelantan,2020,female,bumi_malay,837.8
Kelantan,2020,female,bumi_other,12.5
Kelantan,2020,female,chinese,21.8
Kelantan,2020,female,indian,2.4
Kelantan,2020,female,other_citizen,5.5
Kelantan,2020,female,other_noncitizen,12.5
Kelantan,2020,male,overall,900.1
Kelantan,2020,male,bumi_malay,833.6
Kelantan,2020,male,bumi_other,13
Kelantan,2020,male,chinese,22.9
Kelantan,2020,male,indian,2.3
Kelantan,2020,male,other_citizen,5.4
Kelantan,2020,male,other_noncitizen,22.8
Kelantan,2021,both,overall,1812.3
Kelantan,2021,both,bumi_malay,1695
Kelantan,2021,both,bumi_other,21.9
Kelantan,2021,both,chinese,44.7
Kelantan,2021,both,indian,4.8
Kelantan,2021,both,other_citizen,11
Kelantan,2021,both,other_noncitizen,35
Kelantan,2021,female,overall,902.6
Kelantan,2021,female,bumi_malay,849.7
Kelantan,2021,female,bumi_other,10.7
Kelantan,2021,female,chinese,21.8
Kelantan,2021,female,indian,2.5
Kelantan,2021,female,other_citizen,5.6
Kelantan,2021,female,other_noncitizen,12.4
Kelantan,2021,male,overall,909.7
Kelantan,2021,male,bumi_malay,845.3
Kelantan,2021,male,bumi_other,11.2
Kelantan,2021,male,chinese,22.9
Kelantan,2021,male,indian,2.3
Kelantan,2021,male,other_citizen,5.4
Kelantan,2021,male,other_noncitizen,22.6
Kelantan,2022,both,overall,1830.6
Kelantan,2022,both,bumi_malay,1714.1
Kelantan,2022,both,bumi_other,22.2
Kelantan,2022,both,chinese,44.5
Kelantan,2022,both,indian,4.8
Kelantan,2022,both,other_citizen,11
Kelantan,2022,both,other_noncitizen,34.1
Kelantan,2022,female,overall,912
Kelantan,2022,female,bumi_malay,859.3
Kelantan,2022,female,bumi_other,10.9
Kelantan,2022,female,chinese,21.8
Kelantan,2022,female,indian,2.5
Kelantan,2022,female,other_citizen,5.5
Kelantan,2022,female,other_noncitizen,12.1
Kelantan,2022,male,overall,918.5
Kelantan,2022,male,bumi_malay,854.8
Kelantan,2022,male,bumi_other,11.3
Kelantan,2022,male,chinese,22.7
Kelantan,2022,male,indian,2.3
Kelantan,2022,male,other_citizen,5.4
Kelantan,2022,male,other_noncitizen,22
Kelantan,2023,both,overall,1859.8
Kelantan,2023,both,bumi_malay,1736.8
Kelantan,2023,both,bumi_other,22.5
Kelantan,2023,both,chinese,44.3
Kelantan,2023,both,indian,4.8
Kelantan,2023,both,other_citizen,11
Kelantan,2023,both,other_noncitizen,40.3
Kelantan,2023,female,overall,925.8
Kelantan,2023,female,bumi_malay,870.6
Kelantan,2023,female,bumi_other,11.1
Kelantan,2023,female,chinese,21.7
Kelantan,2023,female,indian,2.5
Kelantan,2023,female,other_citizen,5.6
Kelantan,2023,female,other_noncitizen,14.3
Kelantan,2023,male,overall,934
Kelantan,2023,male,bumi_malay,866.2
Kelantan,2023,male,bumi_other,11.4
Kelantan,2023,male,chinese,22.6
Kelantan,2023,male,indian,2.3
Kelantan,2023,male,other_citizen,5.4
Kelantan,2023,male,other_noncitizen,26.1
Kelantan,2024,both,overall,1887.9
Kelantan,2024,both,bumi_malay,1758
Kelantan,2024,both,bumi_other,22.8
Kelantan,2024,both,chinese,44.2
Kelantan,2024,both,indian,4.8
Kelantan,2024,both,other_citizen,11
Kelantan,2024,both,other_noncitizen,47.2
Kelantan,2024,female,overall,939
Kelantan,2024,female,bumi_malay,881.3
Kelantan,2024,female,bumi_other,11.3
Kelantan,2024,female,chinese,21.7
Kelantan,2024,female,indian,2.5
Kelantan,2024,female,other_citizen,5.6
Kelantan,2024,female,other_noncitizen,16.7
Kelantan,2024,male,overall,949
Kelantan,2024,male,bumi_malay,876.7
Kelantan,2024,male,bumi_other,11.6
Kelantan,2024,male,chinese,22.5
Kelantan,2024,male,indian,2.3
Kelantan,2024,male,other_citizen,5.4
Kelantan,2024,male,other_noncitizen,30.5
Kelantan,2025,both,overall,1907.7
Kelantan,2025,both,bumi_malay,1777.6
Kelantan,2025,both,bumi_other,23.1
Kelantan,2025,both,chinese,44.1
Kelantan,2025,both,indian,4.8
Kelantan,2025,both,other_citizen,11
Kelantan,2025,both,other_noncitizen,47.1
Kelantan,2025,female,overall,948.9
Kelantan,2025,female,bumi_malay,891.1
Kelantan,2025,female,bumi_other,11.4
Kelantan,2025,female,chinese,21.7
Kelantan,2025,female,indian,2.5
Kelantan,2025,female,other_citizen,5.6
Kelantan,2025,female,other_noncitizen,16.7
Kelantan,2025,male,overall,958.8
Kelantan,2025,male,bumi_malay,886.5
Kelantan,2025,male,bumi_other,11.7
Kelantan,2025,male,chinese,22.4
Kelantan,2025,male,indian,2.3
Kelantan,2025,male,other_citizen,5.5
Kelantan,2025,male,other_noncitizen,30.5
Malacca,2000,both,overall,646.6
Malacca,2000,both,bumi_malay,388.6
Malacca,2000,both,bumi_other,6.3
Malacca,2000,both,chinese,182.5
Malacca,2000,both,indian,40.8
Malacca,2000,both,other_citizen,4.5
Malacca,2000,both,other_noncitizen,23.9
Malacca,2000,female,overall,322
Malacca,2000,female,bumi_malay,195.2
Malacca,2000,female,bumi_other,2.8
Malacca,2000,female,chinese,90.5
Malacca,2000,female,indian,20.7
Malacca,2000,female,other_citizen,2.3
Malacca,2000,female,other_noncitizen,10.5
Malacca,2000,male,overall,324.6
Malacca,2000,male,bumi_malay,193.4
Malacca,2000,male,bumi_other,3.5
Malacca,2000,male,chinese,91.9
Malacca,2000,male,indian,20.1
Malacca,2000,male,other_citizen,2.3
Malacca,2000,male,other_noncitizen,13.4
Malacca,2001,both,overall,665.8
Malacca,2001,both,bumi_malay,401.9
Malacca,2001,both,bumi_other,6.6
Malacca,2001,both,chinese,186
Malacca,2001,both,indian,41.8
Malacca,2001,both,other_citizen,4.6
Malacca,2001,both,other_noncitizen,25
Malacca,2001,female,overall,331.3
Malacca,2001,female,bumi_malay,202
Malacca,2001,female,bumi_other,3
Malacca,2001,female,chinese,92.2
Malacca,2001,female,indian,21.2
Malacca,2001,female,other_citizen,2.3
Malacca,2001,female,other_noncitizen,10.7
Malacca,2001,male,overall,334.5
Malacca,2001,male,bumi_malay,199.9
Malacca,2001,male,bumi_other,3.6
Malacca,2001,male,chinese,93.8
Malacca,2001,male,indian,20.6
Malacca,2001,male,other_citizen,2.3
Malacca,2001,male,other_noncitizen,14.3
Malacca,2002,both,overall,684.1
Malacca,2002,both,bumi_malay,414.8
Malacca,2002,both,bumi_other,6.9
Malacca,2002,both,chinese,189
Malacca,2002,both,indian,42.7
Malacca,2002,both,other_citizen,4.6
Malacca,2002,both,other_noncitizen,26.1
Malacca,2002,female,overall,340.1
Malacca,2002,female,bumi_malay,208.7
Malacca,2002,female,bumi_other,3.1
Malacca,2002,female,chinese,93.6
Malacca,2002,female,indian,21.6
Malacca,2002,female,other_citizen,2.3
Malacca,2002,female,other_noncitizen,10.9
Malacca,2002,male,overall,343.9
Malacca,2002,male,bumi_malay,206.1
Malacca,2002,male,bumi_other,3.8
Malacca,2002,male,chinese,95.4
Malacca,2002,male,indian,21.1
Malacca,2002,male,other_citizen,2.3
Malacca,2002,male,other_noncitizen,15.2
Malacca,2003,both,overall,701.8
Malacca,2003,both,bumi_malay,427.2
Malacca,2003,both,bumi_other,7.2
Malacca,2003,both,chinese,192
Malacca,2003,both,indian,43.6
Malacca,2003,both,other_citizen,4.7
Malacca,2003,both,other_noncitizen,27.1
Malacca,2003,female,overall,348.6
Malacca,2003,female,bumi_malay,215.1
Malacca,2003,female,bumi_other,3.2
Malacca,2003,female,chinese,94.9
Malacca,2003,female,indian,22
Malacca,2003,female,other_citizen,2.3
Malacca,2003,female,other_noncitizen,11
Malacca,2003,male,overall,353.1
Malacca,2003,male,bumi_malay,212.1
Malacca,2003,male,bumi_other,3.9
Malacca,2003,male,chinese,97
Malacca,2003,male,indian,21.6
Malacca,2003,male,other_citizen,2.4
Malacca,2003,male,other_noncitizen,16.1
Malacca,2004,both,overall,719.8
Malacca,2004,both,bumi_malay,440.2
Malacca,2004,both,bumi_other,7.5
Malacca,2004,both,chinese,194.7
Malacca,2004,both,indian,44.5
Malacca,2004,both,other_citizen,4.7
Malacca,2004,both,other_noncitizen,28.2
Malacca,2004,female,overall,357.5
Malacca,2004,female,bumi_malay,221.9
Malacca,2004,female,bumi_other,3.4
Malacca,2004,female,chinese,96.2
Malacca,2004,female,indian,22.5
Malacca,2004,female,other_citizen,2.3
Malacca,2004,female,other_noncitizen,11.2
Malacca,2004,male,overall,362.3
Malacca,2004,male,bumi_malay,218.3
Malacca,2004,male,bumi_other,4.1
Malacca,2004,male,chinese,98.5
Malacca,2004,male,indian,22
Malacca,2004,male,other_citizen,2.4
Malacca,2004,male,other_noncitizen,17
Malacca,2005,both,overall,737.3
Malacca,2005,both,bumi_malay,452.8
Malacca,2005,both,bumi_other,7.8
Malacca,2005,both,chinese,197.3
Malacca,2005,both,indian,45.3
Malacca,2005,both,other_citizen,4.8
Malacca,2005,both,other_noncitizen,29.3
Malacca,2005,female,overall,366.1
Malacca,2005,female,bumi_malay,228.4
Malacca,2005,female,bumi_other,3.6
Malacca,2005,female,chinese,97.4
Malacca,2005,female,indian,22.9
Malacca,2005,female,other_citizen,2.4
Malacca,2005,female,other_noncitizen,11.4
Malacca,2005,male,overall,371.2
Malacca,2005,male,bumi_malay,224.4
Malacca,2005,male,bumi_other,4.2
Malacca,2005,male,chinese,99.9
Malacca,2005,male,indian,22.4
Malacca,2005,male,other_citizen,2.4
Malacca,2005,male,other_noncitizen,17.9
Malacca,2006,both,overall,755
Malacca,2006,both,bumi_malay,465.7
Malacca,2006,both,bumi_other,8.2
Malacca,2006,both,chinese,199.8
Malacca,2006,both,indian,46.2
Malacca,2006,both,other_citizen,4.9
Malacca,2006,both,other_noncitizen,30.3
Malacca,2006,female,overall,374.8
Malacca,2006,female,bumi_malay,235.2
Malacca,2006,female,bumi_other,3.8
Malacca,2006,female,chinese,98.6
Malacca,2006,female,indian,23.3
Malacca,2006,female,other_citizen,2.4
Malacca,2006,female,other_noncitizen,11.5
Malacca,2006,male,overall,380.2
Malacca,2006,male,bumi_malay,230.5
Malacca,2006,male,bumi_other,4.4
Malacca,2006,male,chinese,101.2
Malacca,2006,male,indian,22.9
Malacca,2006,male,other_citizen,2.5
Malacca,2006,male,other_noncitizen,18.8
Malacca,2007,both,overall,772.8
Malacca,2007,both,bumi_malay,478.7
Malacca,2007,both,bumi_other,8.5
Malacca,2007,both,chinese,202.3
Malacca,2007,both,indian,47
Malacca,2007,both,other_citizen,5
Malacca,2007,both,other_noncitizen,31.3
Malacca,2007,female,overall,383.5
Malacca,2007,female,bumi_malay,242.1
Malacca,2007,female,bumi_other,3.9
Malacca,2007,female,chinese,99.7
Malacca,2007,female,indian,23.7
Malacca,2007,female,other_citizen,2.5
Malacca,2007,female,other_noncitizen,11.7
Malacca,2007,male,overall,389.2
Malacca,2007,male,bumi_malay,236.6
Malacca,2007,male,bumi_other,4.6
Malacca,2007,male,chinese,102.5
Malacca,2007,male,indian,23.3
Malacca,2007,male,other_citizen,2.5
Malacca,2007,male,other_noncitizen,19.6
Malacca,2008,both,overall,790.5
Malacca,2008,both,bumi_malay,491.7
Malacca,2008,both,bumi_other,8.9
Malacca,2008,both,chinese,204.7
Malacca,2008,both,indian,47.8
Malacca,2008,both,other_citizen,5.1
Malacca,2008,both,other_noncitizen,32.3
Malacca,2008,female,overall,392.3
Malacca,2008,female,bumi_malay,248.9
Malacca,2008,female,bumi_other,4.1
Malacca,2008,female,chinese,100.9
Malacca,2008,female,indian,24.1
Malacca,2008,female,other_citizen,2.5
Malacca,2008,female,other_noncitizen,11.8
Malacca,2008,male,overall,398.2
Malacca,2008,male,bumi_malay,242.8
Malacca,2008,male,bumi_other,4.8
Malacca,2008,male,chinese,103.8
Malacca,2008,male,indian,23.7
Malacca,2008,male,other_citizen,2.6
Malacca,2008,male,other_noncitizen,20.5
Malacca,2009,both,overall,807.8
Malacca,2009,both,bumi_malay,504.4
Malacca,2009,both,bumi_other,9.2
Malacca,2009,both,chinese,207
Malacca,2009,both,indian,48.6
Malacca,2009,both,other_citizen,5.2
Malacca,2009,both,other_noncitizen,33.3
Malacca,2009,female,overall,401
Malacca,2009,female,bumi_malay,255.6
Malacca,2009,female,bumi_other,4.3
Malacca,2009,female,chinese,102
Malacca,2009,female,indian,24.5
Malacca,2009,female,other_citizen,2.6
Malacca,2009,female,other_noncitizen,11.9
Malacca,2009,male,overall,406.8
Malacca,2009,male,bumi_malay,248.8
Malacca,2009,male,bumi_other,4.9
Malacca,2009,male,chinese,105
Malacca,2009,male,indian,24.1
Malacca,2009,male,other_citizen,2.6
Malacca,2009,male,other_noncitizen,21.4
Malacca,2010,both,overall,823.6
Malacca,2010,both,bumi_malay,517.1
Malacca,2010,both,bumi_other,9.6
Malacca,2010,both,chinese,209.3
Malacca,2010,both,indian,49.4
Malacca,2010,both,other_citizen,3.9
Malacca,2010,both,other_noncitizen,34.2
Malacca,2010,female,overall,408.8
Malacca,2010,female,bumi_malay,262.4
Malacca,2010,female,bumi_other,4.5
Malacca,2010,female,chinese,103.2
Malacca,2010,female,indian,24.9
Malacca,2010,female,other_citizen,1.9
Malacca,2010,female,other_noncitizen,12
Malacca,2010,male,overall,414.8
Malacca,2010,male,bumi_malay,254.8
Malacca,2010,male,bumi_other,5.1
Malacca,2010,male,chinese,106.2
Malacca,2010,male,indian,24.5
Malacca,2010,male,other_citizen,2
Malacca,2010,male,other_noncitizen,22.2
Malacca,2011,both,overall,833.2
Malacca,2011,both,bumi_malay,521.3
Malacca,2011,both,bumi_other,13.6
Malacca,2011,both,chinese,210.7
Malacca,2011,both,indian,47.8
Malacca,2011,both,other_citizen,4.2
Malacca,2011,both,other_noncitizen,35.6
Malacca,2011,female,overall,414
Malacca,2011,female,bumi_malay,266.1
Malacca,2011,female,bumi_other,6.6
Malacca,2011,female,chinese,103.4
Malacca,2011,female,indian,23.7
Malacca,2011,female,other_citizen,2
Malacca,2011,female,other_noncitizen,12.1
Malacca,2011,male,overall,419.2
Malacca,2011,male,bumi_malay,255.2
Malacca,2011,male,bumi_other,7
Malacca,2011,male,chinese,107.3
Malacca,2011,male,indian,24
Malacca,2011,male,other_citizen,2.2
Malacca,2011,male,other_noncitizen,23.6
Malacca,2012,both,overall,843.2
Malacca,2012,both,bumi_malay,527.8
Malacca,2012,both,bumi_other,12.2
Malacca,2012,both,chinese,211
Malacca,2012,both,indian,47.5
Malacca,2012,both,other_citizen,4.3
Malacca,2012,both,other_noncitizen,40.5
Malacca,2012,female,overall,417.3
Malacca,2012,female,bumi_malay,268.7
Malacca,2012,female,bumi_other,5.8
Malacca,2012,female,chinese,103.7
Malacca,2012,female,indian,23.2
Malacca,2012,female,other_citizen,2.1
Malacca,2012,female,other_noncitizen,13.8
Malacca,2012,male,overall,425.9
Malacca,2012,male,bumi_malay,259.2
Malacca,2012,male,bumi_other,6.3
Malacca,2012,male,chinese,107.2
Malacca,2012,male,indian,24.3
Malacca,2012,male,other_citizen,2.2
Malacca,2012,male,other_noncitizen,26.7
Malacca,2013,both,overall,856.7
Malacca,2013,both,bumi_malay,536.8
Malacca,2013,both,bumi_other,12.5
Malacca,2013,both,chinese,213
Malacca,2013,both,indian,48.6
Malacca,2013,both,other_citizen,4.4
Malacca,2013,both,other_noncitizen,41.6
Malacca,2013,female,overall,424.2
Malacca,2013,female,bumi_malay,273.5
Malacca,2013,female,bumi_other,5.8
Malacca,2013,female,chinese,104.8
Malacca,2013,female,indian,23.7
Malacca,2013,female,other_citizen,2.2
Malacca,2013,female,other_noncitizen,14.2
Malacca,2013,male,overall,432.4
Malacca,2013,male,bumi_malay,263.3
Malacca,2013,male,bumi_other,6.7
Malacca,2013,male,chinese,108.2
Malacca,2013,male,indian,24.8
Malacca,2013,male,other_citizen,2.2
Malacca,2013,male,other_noncitizen,27.4
Malacca,2014,both,overall,871.7
Malacca,2014,both,bumi_malay,547.5
Malacca,2014,both,bumi_other,12.8
Malacca,2014,both,chinese,214.2
Malacca,2014,both,indian,49.2
Malacca,2014,both,other_citizen,4.5
Malacca,2014,both,other_noncitizen,43.5
Malacca,2014,female,overall,431.8
Malacca,2014,female,bumi_malay,279.6
Malacca,2014,female,bumi_other,5.9
Malacca,2014,female,chinese,105.5
Malacca,2014,female,indian,24
Malacca,2014,female,other_citizen,2.2
Malacca,2014,female,other_noncitizen,14.6
Malacca,2014,male,overall,439.9
Malacca,2014,male,bumi_malay,267.9
Malacca,2014,male,bumi_other,6.9
Malacca,2014,male,chinese,108.6
Malacca,2014,male,indian,25.2
Malacca,2014,male,other_citizen,2.3
Malacca,2014,male,other_noncitizen,28.9
Malacca,2015,both,overall,889
Malacca,2015,both,bumi_malay,558.8
Malacca,2015,both,bumi_other,13.7
Malacca,2015,both,chinese,215.9
Malacca,2015,both,indian,49.9
Malacca,2015,both,other_citizen,4.6
Malacca,2015,both,other_noncitizen,45.9
Malacca,2015,female,overall,441.1
Malacca,2015,female,bumi_malay,285.6
Malacca,2015,female,bumi_other,6.5
Malacca,2015,female,chinese,106.4
Malacca,2015,female,indian,24.4
Malacca,2015,female,other_citizen,2.3
Malacca,2015,female,other_noncitizen,15.8
Malacca,2015,male,overall,447.9
Malacca,2015,male,bumi_malay,273.2
Malacca,2015,male,bumi_other,7.2
Malacca,2015,male,chinese,109.5
Malacca,2015,male,indian,25.6
Malacca,2015,male,other_citizen,2.3
Malacca,2015,male,other_noncitizen,30.1
Malacca,2016,both,overall,901.1
Malacca,2016,both,bumi_malay,568.9
Malacca,2016,both,bumi_other,13.5
Malacca,2016,both,chinese,216.9
Malacca,2016,both,indian,50.6
Malacca,2016,both,other_citizen,4.6
Malacca,2016,both,other_noncitizen,47
Malacca,2016,female,overall,447.7
Malacca,2016,female,bumi_malay,291.1
Malacca,2016,female,bumi_other,6.8
Malacca,2016,female,chinese,107
Malacca,2016,female,indian,24.6
Malacca,2016,female,other_citizen,2.3
Malacca,2016,female,other_noncitizen,16.1
Malacca,2016,male,overall,453.4
Malacca,2016,male,bumi_malay,277.8
Malacca,2016,male,bumi_other,6.7
Malacca,2016,male,chinese,110
Malacca,2016,male,indian,26
Malacca,2016,male,other_citizen,2.3
Malacca,2016,male,other_noncitizen,30.9
Malacca,2017,both,overall,913.1
Malacca,2017,both,bumi_malay,578.8
Malacca,2017,both,bumi_other,14
Malacca,2017,both,chinese,216.8
Malacca,2017,both,indian,50.8
Malacca,2017,both,other_citizen,4.7
Malacca,2017,both,other_noncitizen,47.7
Malacca,2017,female,overall,453.9
Malacca,2017,female,bumi_malay,296.2
Malacca,2017,female,bumi_other,6.9
Malacca,2017,female,chinese,107
Malacca,2017,female,indian,24.9
Malacca,2017,female,other_citizen,2.3
Malacca,2017,female,other_noncitizen,16.3
Malacca,2017,male,overall,459.2
Malacca,2017,male,bumi_malay,282.6
Malacca,2017,male,bumi_other,7.1
Malacca,2017,male,chinese,109.8
Malacca,2017,male,indian,26
Malacca,2017,male,other_citizen,2.4
Malacca,2017,male,other_noncitizen,31.4
Malacca,2018,both,overall,922.4
Malacca,2018,both,bumi_malay,586.7
Malacca,2018,both,bumi_other,14.6
Malacca,2018,both,chinese,217.2
Malacca,2018,both,indian,51.1
Malacca,2018,both,other_citizen,5.1
Malacca,2018,both,other_noncitizen,47.7
Malacca,2018,female,overall,458.9
Malacca,2018,female,bumi_malay,300.5
Malacca,2018,female,bumi_other,7.3
Malacca,2018,female,chinese,107.1
Malacca,2018,female,indian,25
Malacca,2018,female,other_citizen,2.3
Malacca,2018,female,other_noncitizen,16.4
Malacca,2018,male,overall,463.6
Malacca,2018,male,bumi_malay,286.2
Malacca,2018,male,bumi_other,7.3
Malacca,2018,male,chinese,110
Malacca,2018,male,indian,26.1
Malacca,2018,male,other_citizen,2.8
Malacca,2018,male,other_noncitizen,31.4
Malacca,2019,both,overall,928.4
Malacca,2019,both,bumi_malay,594.5
Malacca,2019,both,bumi_other,14.9
Malacca,2019,both,chinese,217.4
Malacca,2019,both,indian,51.4
Malacca,2019,both,other_citizen,5.6
Malacca,2019,both,other_noncitizen,44.6
Malacca,2019,female,overall,462.5
Malacca,2019,female,bumi_malay,304.8
Malacca,2019,female,bumi_other,7.6
Malacca,2019,female,chinese,107.2
Malacca,2019,female,indian,25.1
Malacca,2019,female,other_citizen,2.4
Malacca,2019,female,other_noncitizen,15.3
Malacca,2019,male,overall,465.9
